no,first_name,last_name,yr,pos,g,tc,po,a,e,fpct,dp,sba,rcs,rcs_percent,pb,ci,team_name,division
15,Maci,Byers,Freshman,C/INF,18,43,39,0,4,0.907,0,10,0,0,2,0,Heartland,2
8,Danielle,Bogle,Sophomore,INF/OF,31,55,38,11,6,0.891,0,0,0,0,0,0,Heartland,2
13,Bella,Moser,Freshman,OF,30,37,31,1,5,0.865,0,0,0,0,0,0,Heartland,2
5,Autumn,Lage,Sophomore,C/INF,38,33,30,1,2,0.939,0,0,0,0,0,0,Heartland,2
18,Amber,Teimeyer,Freshman,P/INF,35,38,26,10,2,0.947,1,0,0,0,0,0,Heartland,2
4,Morgan,Malone,Freshman,P/INF,37,30,17,10,3,0.9,0,2,0,0,0,0,Heartland,2
22,Stephanie,Rochowicz,Freshman,C/INF,8,19,10,7,2,0.895,1,1,0,0,0,0,Heartland,2
7,Lauren,Shively,Sophomore,P/INF,24,10,3,4,3,0.7,0,1,0,0,0,0,Heartland,2
23,Claire,Leffelman,Freshman,P/INF,1,1,1,0,0,1,0,0,0,0,0,0,Heartland,2
13,Savanah,Clifton,Sophomore,C/3B,40,160,154,5,1,0.994,1,0,0,0,0,0,Illinois Central,2
17,Alicia,Casas,Sophomore,C,23,165,153,12,0,1,1,0,0,0,0,0,Illinois Central,2
8,Olivia,Drish,Sophomore,P/Corner,45,115,77,35,3,0.974,6,0,0,0,0,0,Illinois Central,2
4,Olivia,Stirnaman,Sophomore,MIF,44,125,75,44,6,0.952,5,0,0,0,0,0,Illinois Central,2
18,Kiersten,Manning,Sophomore,P/1B,41,78,68,6,4,0.949,5,0,0,0,0,0,Illinois Central,2
1,Marley,Williamson,Freshman,U,41,66,60,5,1,0.985,0,0,0,0,0,0,Illinois Central,2
10,Shylar,Boze,Freshman,3B,42,106,58,41,7,0.934,6,0,0,0,0,0,Illinois Central,2
12,Brooke,Cordray,Freshman,MIF/OF,29,75,50,17,8,0.893,1,0,0,0,0,0,Illinois Central,2
2,Alyssa,Beltran,Sophomore,OF/C,25,38,36,1,1,0.974,0,0,0,0,0,0,Illinois Central,2
5,Allie,Scrivner,Sophomore,MIF,14,37,36,1,0,1,1,0,0,0,0,0,Illinois Central,2
3,Madi,Kessler,Freshman,MIF,26,52,34,15,3,0.942,2,0,0,0,0,0,Illinois Central,2
9,Kylie,Hyde,Freshman,OF,36,40,33,1,6,0.85,0,0,0,0,0,0,Illinois Central,2
6,Kelsey,Gillettte,Sophomore,OF,22,24,20,0,4,0.833,0,0,0,0,0,0,Illinois Central,2
11,Gracie,White,Freshman,OF,30,19,19,0,0,1,0,0,0,0,0,0,Illinois Central,2
16,Amber,Lee,Sophomore,P/2B,12,16,7,7,2,0.875,0,0,0,0,0,0,Illinois Central,2
20,Ella,Moore,Sophomore,1st,41,204,193,10,1,0.995,2,0,0,0,0,0,Lewis &amp; Clark,2
17,Caroline,Lehan,Sophomore,2nd,44,180,84,81,15,0.917,3,0,0,0,0,0,Lewis &amp; Clark,2
30,Sam,Sanders,Sophomore,1st,13,68,62,4,2,0.971,1,0,0,0,0,0,Lewis &amp; Clark,2
11,Molly,Novack,Sophomore,SS,40,151,53,82,16,0.894,2,0,0,0,0,0,Lewis &amp; Clark,2
13,Makensie,Card,Sophomore,OF,24,57,50,5,2,0.965,0,0,0,0,0,0,Lewis &amp; Clark,2
21,Elizabeth,Beckmann,Sophomore,3rd,40,110,38,61,11,0.9,0,0,0,0,0,0,Lewis &amp; Clark,2
8,Grace,Myers,Sophomore,OF/1st,33,47,37,3,7,0.851,0,0,0,0,0,0,Lewis &amp; Clark,2
9,Taylor,Murray,Sophomore,C/OF/2nd,39,51,36,7,8,0.843,0,32,1,0.03,8,0,Lewis &amp; Clark,2
7,Madeline,Strieker,Sophomore,OF/P,37,43,35,5,3,0.93,0,0,0,0,0,0,Lewis &amp; Clark,2
23,Carlye,Ornellas,Sophomore,P/OF,41,76,22,45,9,0.882,0,0,0,0,0,0,Lewis &amp; Clark,2
18,Leah,Link,Sophomore,OF/P,36,38,20,5,13,0.658,0,0,0,0,0,0,Lewis &amp; Clark,2
44,Taylor,Whitehead,Sophomore,P,22,17,7,10,0,1,0,0,0,0,0,0,Lewis &amp; Clark,2
45,Nicole,Blumer,Sophomore,C,10,7,2,1,4,0.429,0,5,0,0,2,0,Lewis &amp; Clark,2
15,Gracy,Levin,Freshman,C,22,10,2,6,2,0.8,0,40,2,0.048,10,0,Lewis &amp; Clark,2
12,Charlotte,Hayes,Freshman,C,31,121,92,14,15,0.876,1,12,2,0.143,2,0,Lincoln Land,2
13,Andee,Brown,Freshman,C/OF,23,94,87,4,3,0.968,0,23,6,0.207,1,0,Lincoln Land,2
18,Nyla,Cooper,Sophomore,INF,31,87,85,0,2,0.977,0,0,0,0,0,0,Lincoln Land,2
9,Madyson,Wear,Sophomore,C/INF,41,115,85,25,5,0.957,4,32,5,0.135,3,0,Lincoln Land,2
20,Haley,Willan,Freshman,INF,37,94,70,12,12,0.872,2,0,0,0,0,0,Lincoln Land,2
21,Alivia,Hemberger,Sophomore,INF/OF,40,107,59,33,15,0.86,2,0,0,0,0,0,Lincoln Land,2
8,Molly,Hughes,Sophomore,OF/C,38,71,59,6,6,0.915,1,7,1,0.125,2,0,Lincoln Land,2
2,Sidney,Glick,Freshman,OF,37,54,48,0,6,0.889,0,0,0,0,0,0,Lincoln Land,2
33,Addi,Cline,Freshman,INF,26,77,40,29,8,0.896,0,0,0,0,0,0,Lincoln Land,2
11,Lydia,Bender,Freshman,OF,19,36,29,2,5,0.861,0,0,0,0,0,0,Lincoln Land,2
10,Hannah,Myers,Freshman,U,17,23,19,2,2,0.913,0,0,0,0,0,0,Lincoln Land,2
24,Sage,Carr,Freshman,INF,16,16,13,1,2,0.875,0,0,0,0,0,0,Lincoln Land,2
19,Maranda,File,Freshman,P/INF,37,30,13,13,4,0.867,1,0,0,0,0,0,Lincoln Land,2
3,Karley,Moore,Freshman,P/INF,24,38,12,20,6,0.842,1,0,0,0,0,0,Lincoln Land,2
7,Gatlyn,Etter,Sophomore,INF,14,11,11,0,0,1,0,0,0,0,0,0,Lincoln Land,2
0,Torrie,McAdams,Freshman,P/INF,12,13,9,3,1,0.923,0,0,0,0,0,0,Lincoln Land,2
1,Mallory,Buhl,Sophomore,OF,14,9,8,0,1,0.889,0,0,0,0,0,0,Lincoln Land,2
14,Bailey,Teasley,Freshman,P,23,19,7,10,2,0.895,0,0,0,0,0,0,Lincoln Land,2
16,Amelia,Telger,Freshman,INF,13,10,5,3,2,0.8,0,0,0,0,0,0,Lincoln Land,2
5,Alayna,Hagaman,Sophomore,OF,6,5,2,0,3,0.4,0,0,0,0,0,0,Lincoln Land,2
17,Abby,Baker,Freshman,C,2,1,1,0,0,1,0,0,0,0,0,0,Lincoln Land,2
3,Lexie,Griffin,Freshman,C / 3B,52,442,427,12,3,0.993,0,36,3,0.077,7,0,Parkland,2
17,Jaidi,Davis,Sophomore,1B / P,61,241,229,8,4,0.983,8,0,0,0,0,0,Parkland,2
10,Kami,Pearson,Freshman,C / 3B,44,87,84,2,1,0.989,0,9,2,0.182,2,0,Parkland,2
14,Lizzie,Stiverson,Freshman,SS,61,140,74,56,10,0.929,3,1,0,0,0,0,Parkland,2
21,Emma,Mason,Freshman,2B / SS /  3B,59,109,62,35,12,0.89,3,0,0,0,0,0,Parkland,2
58,Emma,Hardiek,Sophomore,C,32,54,54,0,0,1,0,0,0,0,2,0,Parkland,2
13,Jade,Baker,Sophomore,SS / C / 2B,30,49,43,5,1,0.98,1,1,0,0,1,0,Parkland,2
4,Bri,Roloff,Sophomore,3B / 1B,53,94,42,46,6,0.936,4,0,0,0,0,0,Parkland,2
7,Ryleigh,Owens,Freshman,P / OF,53,56,34,19,3,0.946,0,1,1,0.5,0,0,Parkland,2
6,Payton,Roberts,Freshman,OF,47,34,31,2,1,0.971,0,0,0,0,0,0,Parkland,2
8,Jaden,Corley,Sophomore,1B,25,30,30,0,0,1,0,0,0,0,0,0,Parkland,2
11,Ellie,Vetter,Freshman,P / OF,57,39,25,11,3,0.923,0,2,0,0,0,0,Parkland,2
18,Grace,Bushur,Freshman,3B / OF,38,56,24,24,8,0.857,0,0,0,0,0,0,Parkland,2
2,Katy,Hendricks,Freshman,OF,46,23,23,0,0,1,0,0,0,0,0,0,Parkland,2
28,Delaney,Melton,Sophomore,2B / OF,34,20,12,7,1,0.95,1,0,0,0,0,0,Parkland,2
12,Karley,Yergler,Freshman,P /  1B / OF,50,38,11,25,2,0.947,1,6,0,0,0,0,Parkland,2
22,Maddie,Reed,Freshman,OF,33,12,10,1,1,0.917,0,0,0,0,0,0,Parkland,2
0,Katie,Clark,Freshman,OF,25,7,7,0,0,1,0,0,0,0,0,0,Parkland,2
16,Zoey,Clark,Sophomore,OF / 2B,28,7,4,3,0,1,1,0,0,0,0,0,Parkland,2
1,Addison,Wallace,Freshman,2B / OF,30,13,3,9,1,0.923,1,0,0,0,0,0,Parkland,2
5,Izzy,Sheets,Freshman,P,6,2,2,0,0,1,0,0,0,0,0,0,Parkland,2
44,Emily,Meloche,Freshman,C,60,312,290,21,1,0.997,2,25,13,0.342,2,0,Spoon River,2
10,Kylie,Morton,Freshman,SS/Util,54,234,199,22,13,0.944,7,0,0,0,0,0,Spoon River,2
12,Brynna,Seitz,Freshman,2B,59,222,113,99,10,0.955,5,0,0,0,0,0,Spoon River,2
0,Kylie,Simmons,Freshman,UT,60,176,104,62,10,0.943,4,0,0,0,0,0,Spoon River,2
7,Lynna,Fischer,Sophomore,C/Util,53,84,76,7,1,0.988,0,8,2,0.2,6,0,Spoon River,2
15,Raivyn,Millions,Freshman,OF,58,80,75,0,5,0.938,0,0,0,0,0,0,Spoon River,2
11,Malia,Bender,Sophomore,3B,48,133,39,86,8,0.94,0,0,0,0,0,0,Spoon River,2
1,Brooke,Hampton,Freshman,P/OF,53,53,38,10,5,0.906,0,2,2,0.5,0,0,Spoon River,2
20,Laryn,Kephart,Sophomore,C,13,48,35,10,3,0.938,1,4,3,0.429,8,0,Spoon River,2
4,Kylee,Hadsall,Freshman,OF,40,38,34,1,3,0.921,0,0,0,0,0,0,Spoon River,2
2,Audrey,Short,Sophomore,OF,34,33,27,1,5,0.848,0,0,0,0,0,0,Spoon River,2
14,Manuela,Cianfriglia,Freshman,OF,27,24,21,2,1,0.958,0,0,0,0,2,0,Spoon River,2
8,Tatum,Van-Ryswyk,Freshman,SS,34,49,14,28,7,0.857,1,0,0,0,0,0,Spoon River,2
9,Leeann,VandeVoorde,Sophomore,P,30,32,13,19,0,1,1,0,0,0,0,0,Spoon River,2
25,Tela,Meech,Freshman,P,24,18,6,11,1,0.944,1,0,0,0,0,0,Spoon River,2
16,Allyson,Harrold,Freshman,P,39,17,5,12,0,1,0,0,0,0,0,0,Spoon River,2
18,Lauren,Sinks,Sophomore,P,29,34,2,30,2,0.941,0,0,0,0,0,0,Spoon River,2
33,Victoria,Douglass,Freshman,1B,23,98,82,2,14,0.857,1,0,0,0,0,0,Columbia-Greene,3
30,Kersten,Keeler,Freshman,IF,23,97,52,31,14,0.856,2,0,0,0,0,0,Columbia-Greene,3
16,Madilin,Green,Freshman,OF/IF,23,54,50,0,4,0.926,0,0,0,0,0,0,Columbia-Greene,3
4,Kaitlyn,Stagno,Sophomore,C/OF,19,61,46,12,3,0.951,1,58,5,0.079,46,0,Columbia-Greene,3
12,Alexandra,Espel,Freshman,C/IF/OF,21,90,43,32,15,0.833,1,6,0,0,7,0,Columbia-Greene,3
28,Autumn,Sachs,Sophomore,INF,11,32,21,2,9,0.719,1,0,0,0,0,0,Columbia-Greene,3
23,Serena,Adsit,Freshman,2B/OF,23,46,19,12,15,0.674,0,0,0,0,0,0,Columbia-Greene,3
5,Hailey,Rowell,Sophomore,OF,21,28,14,1,13,0.536,0,0,0,0,0,0,Columbia-Greene,3
25,Jordan,Wyant,Freshman,P/U,23,58,14,41,3,0.948,1,11,0,0,0,0,Columbia-Greene,3
15,Haley,Pulver,Sophomore,IF/OF,7,13,7,5,1,0.923,0,6,0,0,5,0,Columbia-Greene,3
9,Ryane,Anderson,Freshman,OF,10,6,4,0,2,0.667,0,0,0,0,0,0,Columbia-Greene,3
3,Hailey,Lasher,Freshman,P/U,6,12,2,6,4,0.667,0,6,0,0,0,0,Columbia-Greene,3
11,Caroline,Courson,Freshman,,40,257,240,14,3,0.988,0,23,4,0.148,7,0,Corning,3
24,Aubrey,Ennis,Freshman,IF,48,237,211,17,9,0.962,3,0,0,0,0,0,Corning,3
3,Lily,Callahan,Freshman,,47,119,68,37,14,0.882,3,0,0,0,0,0,Corning,3
5,Hailey,Hunter,Sophomore,C,45,70,63,5,2,0.971,0,10,1,0.091,1,0,Corning,3
6,Gabby,Coletta,Sophomore,C/OF,46,69,62,4,3,0.957,0,3,1,0.25,0,0,Corning,3
13,Grace,Vondracek,Sophomore,Utility,48,109,44,49,16,0.853,2,0,0,0,0,0,Corning,3
16,Lexi,Wood,Sophomore,IF,48,126,41,79,6,0.952,2,0,0,0,0,0,Corning,3
9,Bella,Benjamin,Sophomore,IF,15,47,33,10,4,0.915,0,0,0,0,0,0,Corning,3
7,Emma,Loomis,Sophomore,OF,26,35,28,5,2,0.943,0,0,0,0,0,0,Corning,3
4,Jaylianna,Sabatino,Freshman,,34,24,18,1,5,0.792,0,0,0,0,0,0,Corning,3
23,Jayden,Hill,Sophomore,P/IF,33,40,9,27,4,0.9,1,6,1,0.143,0,0,Corning,3
10,Grace,Talbut,Sophomore,IF,45,6,6,0,0,1,0,0,0,0,0,0,Corning,3
14,Ciaran,Iglesias,Freshman,P/IF,18,15,3,12,0,1,0,10,1,0.091,0,0,Corning,3
15,Marley,Lippitt,Freshman,,20,9,2,7,0,1,0,1,0,0,0,0,Corning,3
1,Julia,Kilonsky,Sophomore,C,18,133,122,7,4,0.97,0,1,1,0.5,0,0,Erie,3
13,Emma,Poitras,Freshman,,16,52,43,2,7,0.865,1,0,0,0,0,0,Erie,3
16,Alyssa,Kilonsky,Sophomore,3B,18,47,19,20,8,0.83,1,0,0,0,0,0,Erie,3
11,Emily,Belile,Sophomore,C,18,33,16,12,5,0.848,0,0,0,0,0,0,Erie,3
32,Madelynn,Frost,Freshman,,8,15,15,0,0,1,0,0,0,0,0,0,Erie,3
2,Samantha,Wing,Freshman,IF,15,23,11,8,4,0.826,0,0,0,0,0,0,Erie,3
22,Giselle,Rodriguez,Freshman,,15,13,9,0,4,0.692,0,0,0,0,0,0,Erie,3
7,Kate,Poitras,Freshman,,18,14,8,3,3,0.786,0,0,0,0,0,0,Erie,3
9,Emily,Krause,Sophomore,,17,12,5,1,6,0.5,0,0,0,0,0,0,Erie,3
15,Yeldali,Tejada,Freshman,,10,4,3,0,1,0.75,0,0,0,0,0,0,Erie,3
4,Madeline,Mazur,Freshman,OF,5,1,1,0,0,1,0,0,0,0,0,0,Erie,3
44,Samantha,Heppel,Sophomore,,18,16,0,16,0,1,0,1,1,0.5,0,0,Erie,3
21,Haleigh,Weyrauch,Freshman,,28,89,68,16,5,0.944,1,8,4,0.333,2,0,Finger Lakes,3
22,Reagan,Seelye,Sophomore,P/INF,30,107,58,46,3,0.972,2,22,6,0.214,0,0,Finger Lakes,3
24,Aubrey,Roberts,Freshman,LF,27,71,55,10,6,0.915,1,7,4,0.364,0,0,Finger Lakes,3
6,Mackenzie,Johnson-Boser,Sophomore,,16,58,51,4,3,0.948,0,20,3,0.13,0,0,Finger Lakes,3
9,Skyllar,Weigert,Sophomore,SS/3B,29,110,43,44,23,0.791,0,0,0,0,0,0,Finger Lakes,3
0,Ella,Lewis,Freshman,,22,46,42,1,3,0.935,1,0,0,0,0,0,Finger Lakes,3
11,Madison,Depew,Freshman,2B,29,83,41,33,9,0.892,0,0,1,1,0,0,Finger Lakes,3
23,Cheyenne,Cotton,Freshman,,29,79,32,38,9,0.886,0,0,0,0,1,0,Finger Lakes,3
13,Natalie,Lecceardone,Freshman,,25,39,29,2,8,0.795,0,0,0,0,0,0,Finger Lakes,3
16,Peyton,Cory,Sophomore,SS/LF,30,31,21,1,9,0.71,0,0,0,0,0,0,Finger Lakes,3
7,Madeline,Lerro,Freshman,,6,6,5,0,1,0.833,0,0,0,0,0,0,Finger Lakes,3
2,Allie,Bowe,Sophomore,,7,1,1,0,0,1,0,0,0,0,0,0,Finger Lakes,3
55,Misty,Hall,Freshman,,12,3,1,2,0,1,0,0,0,0,0,0,Finger Lakes,3
15,Jenna,Cooper,Sophomore,C,29,77,63,4,10,0.87,1,10,2,0.167,7,0,Genesee,3
17,Danielle,Stefanie,Sophomore,,29,116,49,59,8,0.931,3,0,0,0,0,0,Genesee,3
2,Kodi,Beehler,Freshman,,20,65,46,8,11,0.831,1,0,0,0,0,0,Genesee,3
22,Valaiya,Appleton,Sophomore,,13,40,36,0,4,0.9,0,0,0,0,0,0,Genesee,3
18,Madison,Rifenburg,Sophomore,C,25,36,29,5,2,0.944,0,22,0,0,8,0,Genesee,3
14,Jillian,Curtis,Sophomore,OF,28,43,28,1,14,0.674,0,0,0,0,0,0,Genesee,3
23,Kaiya,Querengesser,Sophomore,3B,23,64,27,33,4,0.938,1,0,0,0,0,0,Genesee,3
12,Alexys,Wozniak,Sophomore,IF,28,69,27,35,7,0.899,1,0,0,0,0,0,Genesee,3
8,Marissa,Cash,Sophomore,,29,43,24,16,3,0.93,0,0,0,0,0,0,Genesee,3
4,Jenahlee,Riemer,Sophomore,OF,27,28,17,2,9,0.679,0,0,0,0,0,0,Genesee,3
7,Chanel,Schmidt,Sophomore,OF,8,10,6,2,2,0.8,0,0,0,0,0,0,Genesee,3
5,Adeline,Way,Freshman,OF,7,3,2,1,0,1,0,0,0,0,0,0,Genesee,3
3,Faith,Oberther,Freshman,P,19,6,1,3,2,0.667,0,0,0,0,0,0,Genesee,3
19,Rebecca,Wils,Freshman,OF,5,3,0,0,3,0,0,0,0,0,0,0,Genesee,3
15,Kelsey,Richardson,Freshman,C,38,256,240,14,2,0.992,4,5,1,0.167,2,0,Herkimer,3
20,Louise,Dassy,Freshman,OF/1B,24,102,95,3,4,0.961,4,0,0,0,0,0,Herkimer,3
24,Olivia,Friend,Freshman,3B/UT,38,117,61,46,10,0.915,2,0,0,0,0,0,Herkimer,3
2,Naomi,Cohen,Freshman,2B,38,114,54,47,13,0.886,1,0,0,0,0,0,Herkimer,3
3,Marissa,Correra,Sophomore,OF,37,55,50,3,2,0.964,4,0,0,0,0,0,Herkimer,3
77,Liliana,Ferrucci,Sophomore,1B,18,49,43,1,5,0.898,0,0,0,0,0,0,Herkimer,3
13,Alexys,Rosick,Freshman,SS,37,68,43,19,6,0.912,0,0,0,0,0,0,Herkimer,3
7,Madison,Prior,Sophomore,P/1B,34,73,40,28,5,0.932,2,5,1,0.167,0,0,Herkimer,3
14,Angeline,Montanez,Sophomore,OF/P,36,30,29,1,0,1,1,0,0,0,0,0,Herkimer,3
19,Danielle,Filapello,Freshman,3B,38,72,25,35,12,0.833,4,0,0,0,0,0,Herkimer,3
6,Madison,Fratus,Sophomore,OF,22,14,9,2,3,0.786,0,0,0,0,0,0,Herkimer,3
12,Jazelle,Rivera,Freshman,3B,2,6,6,0,0,1,0,0,0,0,0,0,Herkimer,3
11,Jordan,Cole,Sophomore,P,19,11,1,7,3,0.727,0,0,0,0,0,0,Herkimer,3
8,Caroline,Furner,Freshman,OF,8,1,0,0,1,0,0,0,0,0,0,0,Herkimer,3
23,Abigayle,Campbell,Sophomore,C/3B,38,257,243,10,4,0.984,1,35,10,0.222,25,0,Hudson Valley,3
13,Kaylee,LaForest,Freshman,3B,35,113,87,18,8,0.929,2,0,0,0,0,0,Hudson Valley,3
25,Katie,Mannis,Sophomore,Util/P,37,100,73,24,3,0.97,0,8,2,0.2,0,0,Hudson Valley,3
4,Erin,Madsen,Freshman,2B,29,74,43,27,4,0.946,2,0,0,0,0,0,Hudson Valley,3
8,Jody,Rogers,Sophomore,OF,37,49,40,4,5,0.898,0,0,0,0,0,0,Hudson Valley,3
22,Abby,Taylor,Freshman,OF,35,41,34,5,2,0.951,1,0,0,0,0,0,Hudson Valley,3
3,Maryssa,Sano,Sophomore,3B,35,83,30,40,13,0.843,2,1,0,0,0,0,Hudson Valley,3
2,Hannah,Taylor,Sophomore,SS,29,57,29,23,5,0.912,1,1,0,0,0,0,Hudson Valley,3
0,Gianna,Bucciero,Sophomore,Inf/P,29,36,28,7,1,0.972,1,3,0,0,0,0,Hudson Valley,3
16,Nadia,Hotaling,Freshman,OF,29,26,18,4,4,0.846,2,0,0,0,0,0,Hudson Valley,3
9,Marissa,Dodge,Freshman,SS/OF,16,28,15,9,4,0.857,1,11,0,0,9,0,Hudson Valley,3
6,Skylar,Burns,Sophomore,OF,26,13,11,1,1,0.923,0,0,0,0,0,0,Hudson Valley,3
21,Abby,Becker,Freshman,OF,11,12,10,1,1,0.917,0,2,1,0.333,0,0,Hudson Valley,3
12,Alexis,Baker,Sophomore,OF,15,12,8,1,3,0.75,0,0,0,0,0,0,Hudson Valley,3
14,Angelina,Pierro,Freshman,OF,23,8,7,0,1,0.875,0,0,0,0,0,0,Hudson Valley,3
18,Carly,Gemmett,Sophomore,P/OF,29,16,4,11,1,0.938,0,4,0,0,0,0,Hudson Valley,3
99,Alyssa,Smith,Sophomore,OF,6,13,4,4,5,0.615,0,0,0,0,0,0,Hudson Valley,3
15,Desiree,Nelson,Freshman,,14,56,41,7,8,0.857,1,0,0,0,0,0,Jamestown,3
5,Emma,Lindsey,Freshman,2B,16,47,30,0,17,0.638,1,0,0,0,0,0,Jamestown,3
4,Jena,Vacanti,Freshman,IF,16,50,26,2,22,0.56,0,0,0,0,0,0,Jamestown,3
10,Sydney,Dahl,Freshman,C,14,29,25,1,3,0.897,0,52,4,0.071,39,0,Jamestown,3
6,Chyann,Kelly,Freshman,,14,31,24,0,7,0.774,0,4,0,0,3,0,Jamestown,3
12,Savanna,Krystofiak,Freshman,1B,16,30,23,0,7,0.767,0,0,0,0,0,0,Jamestown,3
14,Angelique,Palacio,Freshman,OF,14,23,22,0,1,0.957,0,0,0,0,0,0,Jamestown,3
8,Jamaladie,Pacheco,Freshman,,6,12,9,3,0,1,0,8,1,0.111,0,0,Jamestown,3
2,Lindsey,Spitz,Freshman,,8,15,7,0,8,0.467,0,0,0,0,0,0,Jamestown,3
7,Cheznea,Rivera,Freshman,3B,9,9,4,0,5,0.444,0,2,0,0,0,0,Jamestown,3
3,Cassidy,Vincent,Freshman,OF,15,8,4,0,4,0.5,1,0,0,0,0,0,Jamestown,3
1,Tarryn,Meyer,Freshman,OF,5,4,2,0,2,0.5,0,0,0,0,0,0,Jamestown,3
16,Jadyn,Childers,Sophomore,C/INF/OF,38,297,269,22,6,0.98,0,40,9,0.184,8,0,Jefferson (NY),3
13,Hailey,McGrew,Freshman,INF/C,38,195,181,11,3,0.985,2,6,3,0.333,0,0,Jefferson (NY),3
7,Brooke,Beleza,Sophomore,SS,38,127,53,63,11,0.913,2,0,0,0,0,0,Jefferson (NY),3
20,Kiannah,Ward,Freshman,OF,38,54,49,0,5,0.907,0,0,0,0,0,0,Jefferson (NY),3
14,Torie,Moore,Sophomore,C/OF,38,88,32,42,14,0.841,0,0,0,0,0,0,Jefferson (NY),3
3,KJ,Belmore,Freshman,Inf,38,45,31,9,5,0.889,0,0,0,0,0,0,Jefferson (NY),3
30,Emily,Birmingham,Freshman,P/INF,38,82,31,49,2,0.976,2,9,0,0,0,0,Jefferson (NY),3
8,Trinity,Molnar,Freshman,OF,36,26,19,1,6,0.769,0,0,0,0,0,0,Jefferson (NY),3
0,Hailey,Cunningham,Sophomore,OF,19,14,13,0,1,0.929,0,0,0,0,0,0,Jefferson (NY),3
25,Rachael,Shackleton,Sophomore,P/1B/OF,38,30,12,17,1,0.967,0,12,4,0.25,0,0,Jefferson (NY),3
11,Lily,Gray,Freshman,UTI,16,5,4,0,1,0.8,0,0,0,0,0,0,Jefferson (NY),3
1,Faith,Hicks,Freshman,,32,166,159,6,1,0.994,0,38,1,0.026,12,0,Mohawk Valley,3
12,Alivia,Neff,Sophomore,,29,121,81,31,9,0.926,0,0,0,0,0,0,Mohawk Valley,3
11,Kendall,Darling,Freshman,,31,101,80,17,4,0.96,0,0,0,0,0,0,Mohawk Valley,3
7,Brianna,Grogg,Sophomore,CF,32,50,40,0,10,0.8,0,0,0,0,0,0,Mohawk Valley,3
5,Rachael,Yardley,Sophomore,,31,50,35,8,7,0.86,1,0,0,0,0,0,Mohawk Valley,3
9,Megan,O'Connell,Sophomore,,31,79,34,27,18,0.772,0,0,0,0,0,0,Mohawk Valley,3
2,Alexis,Townsend,Freshman,,21,34,20,5,9,0.735,0,0,0,0,0,0,Mohawk Valley,3
6,Kylei,Cavelino,Freshman,,32,67,17,32,18,0.731,0,0,0,0,0,0,Mohawk Valley,3
8,Mackenzie,Emmons,Freshman,OF,31,49,17,26,6,0.878,0,0,0,0,0,0,Mohawk Valley,3
17,Santina,Yacobucci,Freshman,RF,21,18,15,0,3,0.833,0,0,0,0,0,0,Mohawk Valley,3
13,Samantha,Mackey,Freshman,,6,11,7,3,1,0.909,0,0,0,0,0,0,Mohawk Valley,3
22,Abigail,Dewar,Freshman,,7,3,3,0,0,1,0,0,0,0,0,0,Mohawk Valley,3
15,Miesha,Neer,Sophomore,,5,2,2,0,0,1,0,0,0,0,0,0,Mohawk Valley,3
15,Payge,Granger,Sophomore,NA,28,28,24,0,4,0.857,0,0,0,0,0,0,Monroe CC,3
10,Taylor,Malchoff,Sophomore,NA,26,28,23,4,1,0.964,0,3,2,0.4,0,0,Monroe CC,3
12,Allie,Schwerthoffer,Freshman,NA,29,11,7,2,2,0.818,0,3,1,0.25,0,0,Monroe CC,3
0,Carly,Sobaszek,Freshman,NA,28,17,5,3,9,0.471,0,0,0,0,0,0,Monroe CC,3
13,Amelia,Arena,Freshman,NA,30,23,4,10,9,0.609,0,0,0,0,0,0,Monroe CC,3
22,Kailee,DiGiacco,Sophomore,NA,30,20,4,2,14,0.3,0,0,0,0,0,0,Monroe CC,3
18,Andrea,Olsen,Sophomore,NA,30,9,3,0,6,0.333,0,0,0,0,0,0,Monroe CC,3
7,Kaia,Gustafson,Sophomore,NA,30,12,2,0,10,0.167,0,0,0,0,0,0,Monroe CC,3
9,Ashley,Simons,Freshman,NA,28,5,2,0,3,0.4,0,0,0,0,0,0,Monroe CC,3
14,Riley,Bishop,Freshman,NA,16,7,1,5,1,0.857,0,0,1,1,0,0,Monroe CC,3
20,Shelby,Wolf,Sophomore,INF,43,257,242,13,2,0.992,2,0,0,0,0,0,Niagara County,3
33,Maggiemay,Murrins,Sophomore,C/P,43,198,177,19,2,0.99,0,5,3,0.375,1,0,Niagara County,3
17,Mariah,Semple,Sophomore,OF,42,80,61,4,15,0.813,0,0,0,0,0,0,Niagara County,3
13,Sydnie,Luckman,Sophomore,INF,41,138,54,61,23,0.833,3,0,0,0,0,0,Niagara County,3
12,Alexis,Glemb,Freshman,INF,31,104,49,48,7,0.933,2,0,0,0,0,0,Niagara County,3
3,Mackenzie,Gozdziak,Sophomore,OF,41,66,46,3,17,0.742,0,0,0,0,0,0,Niagara County,3
10,Jessica,Eagan,Freshman,OF,41,53,40,9,4,0.925,0,0,0,0,0,0,Niagara County,3
18,Samantha,Steindel,Freshman,INF,39,90,23,51,16,0.822,0,0,0,0,0,0,Niagara County,3
24,Alexis,Ridley,Freshman,INF,18,24,10,9,5,0.792,0,0,0,0,0,0,Niagara County,3
4,Leah,Bailey,Freshman,P,28,39,9,28,2,0.949,0,1,0,0,0,0,Niagara County,3
6,Sydney,Sexton,Sophomore,OF,39,7,7,0,0,1,0,0,0,0,0,0,Niagara County,3
