no,first_name,last_name,yr,pos,g,ab,r,h,x2b,x3b,hr,rbi,bb,k,sb,cs,avg,obp,slg,hbp,sf,sh,tb,xbh,hdp,go,fo,go_fo,pa,team_name,division
15,Olivia,DiGuiseppi,Freshman,IF/C,39,130,36,59,10,3,2,34,7,9,11,1,0.454,0.482,0.623,0,0,0,81,15,0,7,4,1.75,137,Morris,2
17,Lauren,Errante,Freshman,OF/IF,8,11,3,3,0,0,0,3,1,6,0,0,0.273,0.333,0.273,0,0,0,3,0,0,0,0,0,12,Morris,2
2,Madison,Paseler,Freshman,OF/IF/P,41,126,51,47,15,1,2,30,21,14,12,2,0.373,0.48,0.556,5,0,0,70,18,0,8,6,1.33,152,Morris,2
29,Jessica,Jimenez,Sophomore,OF,32,83,8,15,0,0,0,12,1,23,0,0,0.181,0.19,0.181,0,0,3,15,0,0,2,4,0.5,87,Morris,2
3,Annie,Catanzaro,Sophomore,IF,34,80,21,24,2,3,0,11,6,17,11,1,0.3,0.349,0.4,0,0,0,32,5,1,10,2,5,86,Morris,2
4,Christie,Puglis,Freshman,IF,41,111,35,44,5,1,0,26,29,17,3,1,0.396,0.525,0.459,1,0,3,51,6,1,7,7,1,144,Morris,2
5,Emily,Andrade,Freshman,OF,20,23,4,2,1,0,0,3,3,5,2,0,0.087,0.25,0.13,2,0,0,3,1,0,2,2,1,28,Morris,2
6,Nicole,Eckhardt,Freshman,IF/OF,23,24,6,4,1,0,0,3,2,9,0,0,0.167,0.231,0.208,0,0,0,5,1,0,0,1,0,26,Morris,2
7,Megan,Tinger,Freshman,C/IF,41,126,33,55,14,2,9,59,13,14,8,0,0.437,0.496,0.794,2,0,0,100,25,1,6,9,0.67,141,Morris,2
8,Amber,Curtis,Freshman,IF,21,31,5,7,1,0,0,5,3,7,0,0,0.226,0.294,0.258,0,0,0,8,1,0,3,0,0,34,Morris,2
86,Vianna,D'Amico,Freshman,IF/P,11,21,7,7,0,0,0,5,4,4,0,0,0.333,0.44,0.333,0,0,0,7,0,0,0,0,0,25,Morris,2
9,Julie,Vervaet,Sophomore,P/IF,40,121,20,42,7,2,0,28,7,12,9,0,0.347,0.388,0.438,1,0,0,53,9,0,4,8,0.5,129,Morris,2
